beta,phi,theta,gamma,delta,gammaT,deltaT,eta,b,kappa,R0
0.5007412226533051,1.489171699658269,0.38036659840680653,0.7088292087513642,0.7258087310219804,1.5028920193226076,0.5576839145123959,1.4104034711935867,1.2945789657016284,0.002336848682009926,1.1111431128940656
0.49665819332702077,2.3973492320879592,0.1953064309594532,0.696963273225973,0.6976712038281063,1.4685089593403973,0.5201429537516088,1.442557768523693,1.414375124342367,0.0026026951969135557,1.3018088230933045
0.5318193013349082,2.073618779227137,0.10982362204262366,0.7274004139684451,0.7094490394157668,1.5410712463664824,0.6072185993753374,1.3584889699310685,1.126281609650608,0.0027295187634183097,1.4853124221482816
0.41401474551297723,2.0421235719968096,0.16804836779398225,0.7100674878962648,0.6927186116979768,1.5441386759397575,0.5787125002201646,1.4452060185164834,1.3643811203942633,0.002744424415022756,1.1877216675415738
0.37602887679240665,1.7111520457644944,0.28760905030090367,0.7286758380495012,0.7203519256723424,1.454631285057403,0.6019606508743018,1.4217196821263058,1.0646615492630749,0.0027369178145270176,1.3377653715150395
0.41898282533860765,1.9783592948745934,0.4343033989043906,0.7135813152751265,0.7241668065420042,1.4411628762539475,0.5514218304008246,1.3572146571738024,1.4173050517061725,0.0024238308927665157,1.2528389573440024
0.4529347356210928,2.0993752867707514,0.45092589486079915,0.7324845376956898,0.6910030750365307,1.5454364318633453,0.5382825454901904,1.3817073483575755,1.244155045300629,0.002491647274179074,1.4027130437825939
0.41881235012318935,2.450861054034321,0.10391152901543926,0.6891053302072299,0.6974877246233324,1.5382688354328276,0.5969804322496056,1.448198372730054,1.3620136376755312,0.002284712199183802,1.3745003892409662
0.5650387641566339,1.7554432499433168,0.13435379656062774,0.7103990600343483,0.7269900255507479,1.477915697142016,0.5717969016525895,1.4427644809875637,1.446811486614961,0.0025881864061579113,1.079579963347364
0.4472699134610593,1.4694675773085326,0.41511830626335,0.7099518280914053,0.7198726640672733,1.5040525561477989,0.5538614911641926,1.4575008077574894,1.5647437323446385,0.002741948121871489,0.9633612337001183
0.5340673910698388,2.211605200106045,0.4312398662262906,0.6922012409743231,0.697830830566585,1.5677719549648466,0.5722372331507504,1.3618188012028112,1.1141811886346897,0.002493978137422043,1.662525746225885
0.46840581873082554,2.2502806713010646,0.44336256528335316,0.690980551500339,0.6964138920760402,1.4865983838005923,0.6216044811699539,1.374536782365292,1.2368664651643484,0.002728649755373287,1.6018947069688574
0.4883448045060504,1.4049378136595476,0.15973037966744355,0.7066087239460709,0.7093152964897453,1.5715382375870832,0.6137225787546485,1.3742649238578353,1.2331627507550642,0.0026133873520186174,1.038262622043717
0.38963803968043065,2.0218025994509223,0.30044374145350106,0.6730949490306277,0.6997662373197575,1.5482387382769958,0.6070733083579689,1.4376737801134585,1.2843975369089282,0.0025644647849102815,1.3190980213774388
0.4050479806482326,1.694165403538034,0.29337058117395887,0.706520216402132,0.7144195081641276,1.4924967081192881,0.5419984965026379,1.3425794357967873,1.714463140219543,0.002680694419347371,0.921010303862938
0.5250464556342922,1.5081014835140667,0.31835330653780447,0.6657711781398392,0.7045339812630166,1.4882774440641515,0.5521434469483792,1.425602586063246,1.1638594719959423,0.0025059166943654423,1.175462424827482
0.5431663307768758,2.3455282814691305,0.15996980932479105,0.6792067646320599,0.7214271432328969,1.4369922842225058,0.5262297107446939,1.4156412410133827,1.4002654361142777,0.0027350084045746677,1.3224166673241957
0.4502366393723059,2.0881428000350715,0.10655373837954055,0.7120784054306957,0.7002169121590753,1.4450246175494974,0.5550411576703191,1.380837046328311,1.4175235343263484,0.0027093363421193018,1.1544871955384686
0.49127941529848607,1.5962351245561148,0.12095855787551651,0.7002755255640174,0.7049954738604526,1.4356589959561823,0.6373049904815853,1.3649918581920986,1.5211178295459598,0.002543996356388865,0.9866976135051195
0.5243243587447796,1.900786139180418,0.3758514647027478,0.7279085942416762,0.6969286372636755,1.5697307969536634,0.5782612518426031,1.4432183487104873,1.0845329544430597,0.0025385810232178,1.4841159458775235
0.49775978358578865,2.1193692581939976,0.17848381360589216,0.7335674341937216,0.7088359541377673,1.4792970334761775,0.5886433415878565,1.3384699043535315,1.6020401155320927,0.00229783411216146,1.1534410172463985
0.41606933493050746,2.1506835223676166,0.38322065811883654,0.7308770372282403,0.7161492484783133,1.508796711890027,0.5630487702582032,1.3513271358655765,1.3497536335464566,0.0024859636616039404,1.3476534612017699
0.5012265426770318,2.1160371381653236,0.39908155375067145,0.696999506995858,0.7286760282994558,1.5481478973361664,0.5485925855841488,1.460572232167547,1.0545786003408952,0.002413152192354513,1.6245903163523234
0.540161043968983,1.9224862880752187,0.30423582634329793,0.728698744257912,0.705837279199312,1.5689057121938097,0.5988791501075029,1.3572438884706546,1.5945517195363528,0.002279351271595806,1.1524431291511938
0.514581920193741,2.2411645279648944,0.18822234743554145,0.6919026540631117,0.7148127382583915,1.571042310020421,0.5206253645159304,1.390223995256548,1.4663921455345115,0.0023102633002291748,1.2217605699649627
0.3851861742779147,1.6984769084752767,0.3670134659710651,0.7302602342230577,0.6904698003729184,1.5509472500882113,0.5927003501281143,1.3811227988892545,1.3930816034895366,0.0025345136204967277,1.1012394792274214
0.4953473172907251,2.4445208174205613,0.44768540211083985,0.6980893214458289,0.7041947962821772,1.5310715287295171,0.5732928633950651,1.3757638493794946,1.148422187434975,0.0023750346666357174,1.747167473174648
0.5299400870886165,1.5190318132106913,0.2556542759394894,0.7071888036970049,0.705397844856605,1.4741994001599958,0.5913126525115222,1.461737040389329,1.2126684130657464,0.002516368316905573,1.1487723377927506
0.47702235442935487,1.6457481540157457,0.23343134548701347,0.7323461554624761,0.7212883472455044,1.5308436522330158,0.6265198003780097,1.3561184225498386,1.3358627096886746,0.0025696101718659828,1.1404546270533626
0.3952781688829418,2.4419557002962096,0.2542982909496253,0.7035837712660431,0.7154544067171712,1.529398999309633,0.5342612375095487,1.4403020547910903,1.0787820383160374,0.002422003915595512,1.6403319100463642
0.43414893998764453,2.2377716646861514,0.3505570296039805,0.6746254086683814,0.7092607309898982,1.5546595968585462,0.6276560483872891,1.4077962677575027,1.2161259225466288,0.0025879642807412895,1.5647128414835139
0.5347619695006869,1.7539795679083325,0.3160593841675048,0.7148498294566137,0.7219901000751803,1.4518781150970608,0.5718077284451575,1.3416155333205435,1.725982933436986,0.00256659099503886,1.0364662919142267
0.4026847100025043,1.8622311714570967,0.4565742599402244,0.6850351210605974,0.6929544167257845,1.543670367584564,0.5842235110476613,1.3351093999619283,1.1568482366882265,0.0027113980321135994,1.3947972324409346
0.5603033778409008,1.62471515379427,0.2016003143535927,0.72788385944115,0.7065014584790915,1.5091981294983998,0.5302259818315506,1.425084572105358,1.591489694946818,0.00266050158632764,0.9511237157373307
0.5433341877930797,1.889180273771635,0.2167644521985203,0.6981576913559498,0.7288203801152606,1.4823865117621609,0.5858661774285138,1.3601563663445413,1.5975201262294314,0.002583501465649655,1.1110805923773748
0.5503861254476942,2.2441015399137973,0.23123124235402792,0.668538461096119,0.7290117229744791,1.4705392278009093,0.5960734924376011,1.3997453573470313,1.4333118167546577,0.0025899174647017694,1.3733957122709457
0.3665200788574293,1.4187407978231785,0.2110318393126751,0.7038618128322995,0.7282133239749818,1.4943276091781446,0.5963042884524912,1.447140360289874,1.570271276995819,0.002419633768460093,0.8433431116909306
0.4620505195308942,2.1897150777772763,0.11435201297265789,0.7280253474477989,0.7236916528555254,1.4853714883583597,0.5325429062079639,1.3510616500697408,1.4695764086885377,0.002373426033665116,1.1658102645280781
0.41517656164593064,2.1365604965398086,0.38359503896906977,0.7285198750973989,0.7223770853312065,1.5732720984774644,0.5498922699578107,1.4124541289688397,1.1906656705141068,0.0024376891880373785,1.4470539575675807
0.4235286434064619,2.1171899674964365,0.12187989828673503,0.7171465765237808,0.7092033115377029,1.439086210625246,0.5875617987085134,1.4512607482643798,1.728240618553385,0.0026863087065207465,1.021350289007465
0.4809138801437802,1.58658575018635,0.4414331319089979,0.7106338115933661,0.7024286127866556,1.5429771479801275,0.5351987545304,1.3378178251357749,1.4220955671072004,0.0026102283529394,1.0836618444058375
0.366451955382945,2.085812344401376,0.26212916218210014,0.6835500360215082,0.7268435631133616,1.4665898005850613,0.5385368404425681,1.4673191234829526,1.0817386377967892,0.0026458944126265126,1.4463879133889013
0.3635601930331904,2.043958963687415,0.4222337264331678,0.6868735042964108,0.7066624684135119,1.4401223658630622,0.6325080542657524,1.3611481373167285,1.5356550130194984,0.0023250697946563988,1.2474702939382958
0.39083410433959215,1.408577728649252,0.14630543426424264,0.7174422255128932,0.7225032340579977,1.5139941869443283,0.5445839026998729,1.4686703946360697,1.244204613786377,0.0026973407490411775,0.9265900772753354
0.4921711357950698,2.270186322138761,0.21278864547982812,0.7207445419736517,0.703882278246805,1.4858956561051309,0.5247818844765425,1.3982743728676188,1.549171755802352,0.0023304681354590386,1.1853382547620637
0.5304498757002875,1.7803005548537474,0.18095147733949124,0.6735077157349636,0.7265306999143213,1.5239178319647908,0.5823458435386419,1.3389872806149843,1.713351897531934,0.0026493155428363633,0.9981373498116388
0.5009355487977154,1.7259982463276244,0.42040087382153923,0.6987282509409511,0.7198436487702031,1.556706219422631,0.6374311898313463,1.3319529409427193,1.3275903509641998,0.002347701661901859,1.2895970171628826
0.5710222243901808,2.2627184276151233,0.33769956791121514,0.7193873666957952,0.7088126698154956,1.493464604828041,0.5496740382667631,1.3782810153039171,1.4395113374414852,0.002585829728469253,1.370908160422379
0.3867812086781487,2.069943326585693,0.2761487247586871,0.7024216520523963,0.7002766935278971,1.5499227605527268,0.615024539032951,1.4633355677152673,1.4068574321080929,0.0024039395685462907,1.2447244818756036
0.452824360250961,1.7994348233912603,0.3892443989453217,0.7070663935209934,0.7274220282354702,1.4523195955343544,0.6250314092598855,1.3590971581246702,1.5474073727460578,0.002301866031251848,1.1632115653183077
0.40158013000269416,2.3331417041959934,0.347225993427448,0.6864389967281992,0.7207883778586983,1.5067268407531083,0.6017070100475103,1.3892239629675944,1.1569016021593472,0.0022735890534085535,1.6408006338579741
0.36940123208565634,2.049094676792272,0.4017488134835536,0.6782432711794972,0.702833285054192,1.5689797526667828,0.5600797346532345,1.3886664675486584,1.069466711584758,0.002664869173212598,1.5138288736081962
0.4487531552440487,1.6992395219453609,0.15376910803715388,0.730478088892065,0.690519231143097,1.5208676825580187,0.6046122113447636,1.4007701591439545,1.2183763290253466,0.002630025218993736,1.1615607592098462
0.48271003986126737,2.134922047546948,0.4574105374012143,0.6858771165660582,0.7161956976410001,1.540477903939318,0.5342474319711328,1.3900931698419152,1.183848989060428,0.0023595125500578437,1.5034527765263577
0.567719509624876,1.5687440981068645,0.1795376143079872,0.6653386890708157,0.7131696055233478,1.5548990723467433,0.6085213814098388,1.3677831766835102,1.687713954189699,0.0023059211967124916,0.9546452001836632
0.3725514933874365,1.5746855027360143,0.40429629796184596,0.7260274758439821,0.6915293800141662,1.5227940158196724,0.6054948338177055,1.3903879554281011,1.3287742215067146,0.0023731030879930283,1.1030984433491227
0.453124433819903,1.6938684600789564,0.24359511140206208,0.7168028034508849,0.6977334781568497,1.5702245505736212,0.5956485121846199,1.4081840877473975,1.533585500531271,0.002490502778650262,1.0121865752677133
0.46981955445487983,2.3913228908716695,0.24669252192353208,0.6880712418532929,0.7150115571040659,1.4524431541073135,0.6123978055007756,1.3470949330522366,1.737276404260844,0.0026767942878960947,1.234249359408353
0.5016983643232379,1.846550206499174,0.2315310676864659,0.703671633257841,0.7196623057164252,1.5572264720872047,0.6160159173794091,1.4670388962365686,1.1669378498830831,0.002385834301550252,1.3597934646975798
0.3795990273717325,1.6887515292265451,0.26692509570500506,0.7067182890726253,0.7173330726536611,1.5572827042429709,0.6104404239896685,1.4481163697649413,1.2215916814109309,0.0023331030719758324,1.1838686552111348
0.4542995050491299,1.6015362981446086,0.24042721051195015,0.6854589372564417,0.7262897675881783,1.5716580824553967,0.5233244820181281,1.4348170532239601,1.5295001964580268,0.0025698693888261915,0.9347223222548476
0.47836864400655027,2.057585449697682,0.39055756651268647,0.732814152248359,0.7041878673403213,1.462251419154927,0.6231788536794484,1.4561354494091745,1.242116922797542,0.002467265431171594,1.4736393916198014
0.5660841125401203,1.7947170925972749,0.4348596988273785,0.670759904771267,0.7245069553405046,1.4572200460499152,0.5949700576569885,1.3924474452789872,1.2834333601623773,0.00262138237124309,1.3669370293158916
0.5545197259634733,1.9544510353355433,0.21494120086946836,0.7177706618335409,0.7126578888483345,1.439991997615434,0.6034199295584113,1.380098437928905,1.1549464968851766,0.002563900240751294,1.44722552411946
0.4225177528208587,2.466056061604875,0.2322938616182655,0.6931635813059596,0.7209292937392989,1.5192964547197334,0.532971619432792,1.4496441845418886,1.1923740247503853,0.002517314635162863,1.5289574182177899
0.4308954089169856,1.717047679956886,0.3757646637605504,0.6658158044884912,0.6969868404294053,1.5102956404373982,0.5695255832187831,1.4446814523435507,1.7210431618164292,0.0022855212177615614,0.9829711148042173
0.4575266037252731,1.634760673259734,0.35647610976515964,0.6719934199314254,0.6902030956130474,1.47028393546585,0.5627433420792223,1.436958817558363,1.7050670635758898,0.0025790866891931123,0.9608353563050078
0.4873455419461242,2.037867192580946,0.12090021661669016,0.7227230261994215,0.6964820461769898,1.5432981827133336,0.5750273279491812,1.3821011102839063,1.5543302882191723,0.0024130685016280043,1.091833026782663
0.36374919366906394,2.0114149012200064,0.4387377795251086,0.7003086397168226,0.699572911982735,1.4766477006557397,0.6039241388142109,1.4639915286252896,1.6288613188002259,0.0026298829943484942,1.1531583066818758
0.36819757728837427,2.3521022119772383,0.41539162957761433,0.7313165724743158,0.7014452507148186,1.4860421254858374,0.6015492813885213,1.433216051168119,1.416277545807045,0.0024355157708438736,1.4104179158724006
0.49679261665674856,2.180045358264702,0.43977311022859067,0.7188447253084741,0.7096230865797648,1.4762338795838876,0.6195424334481359,1.3645037294191618,1.3667039005349388,0.0025371649045807625,1.4715983257969447
0.4737559946987312,2.438669453901471,0.1593099493853127,0.7216441600023148,0.7072989212746421,1.4291170651442369,0.6282452792655677,1.4024516718415543,1.5080754200013353,0.002379430884798058,1.3562420912232425
0.40419184625498017,1.544385454324423,0.23640551647233465,0.7073248449744035,0.7257528870726625,1.5442601334955544,0.5389762643389404,1.3329541013784085,1.368787446145434,0.002415495806622009,0.9795220762008763
0.5644935683254152,1.828220872545731,0.26122710788653547,0.6690854788504851,0.6941932952553034,1.5164401193591766,0.6202017789799721,1.4303575135981663,1.5906680078074333,0.002698999219333443,1.1264597058981511
0.47532069309148933,1.8929117305338148,0.3617283989464244,0.6841661660708487,0.7159907187564919,1.4576332879299296,0.6335271707810461,1.3408479590993374,1.6745695303288288,0.0024472649100779867,1.1468700605121422
0.5469003821210936,1.9224450781912308,0.16755657708551736,0.6683318458061354,0.7119502680922548,1.534014082509093,0.6197504022214562,1.4176550624448185,1.2738912017363122,0.00231550655590836,1.316541155086415
0.4937203403864987,1.4535169809841317,0.22203680268954484,0.7141766155008227,0.7091939573530107,1.553699627129827,0.5601399271637202,1.4117771133609736,1.721158083747234,0.0024622654932085425,0.8426975564294213
0.5354633903410285,1.845159713886445,0.1934595886496827,0.7334766688384116,0.6927154956782857,1.4787096499535255,0.558549854144454,1.3383281191360825,1.475932144039683,0.0025937402202282104,1.1009333185560148
0.3557332936755847,1.8765210311283589,0.28199315574175365,0.7078943011108786,0.7179453334702799,1.5103749938006512,0.611437891298905,1.456143392953401,1.6560518874138594,0.002436526164598763,1.0224858465548334
0.38136725113145076,1.99491494204069,0.4175825441079214,0.7292146867758905,0.7023998746722936,1.4560774612892418,0.6096617203876377,1.3871629553356517,1.7471156636185012,0.0025866268453653904,1.1009246895920093
0.4229152345436159,1.4114586193630239,0.3008920341671134,0.6832431272882967,0.6974001471611361,1.5096824674285017,0.6138999938219786,1.4564976284988225,1.6443725277766585,0.0027429043268164003,0.8833399513312726
0.5647129916690755,1.9374949884500818,0.1280278113950044,0.674383182853926,0.6925615091516325,1.4909970482066273,0.605399390777573,1.369122717939938,1.6765833751933648,0.0025562384259498992,1.0670512603490994
0.560598586766282,1.4202263088994658,0.4474633038767303,0.6890208000571777,0.7188352826219052,1.472446646464523,0.6229336539767683,1.4336848833219458,1.3748215370742602,0.0025749846321453033,1.145242793965554
0.4806894971616566,2.373178499910165,0.2262827372830361,0.734752292606514,0.7044317505241682,1.4509506934951057,0.5923501796461642,1.3963443038246284,1.634450721296668,0.002470893169528184,1.2441843573096638
0.48969160595559513,1.8124204092356373,0.18195381986349823,0.7324169016432327,0.6935103776305913,1.5109408071497454,0.6278759528379887,1.3868325651129707,1.404352882052958,0.002634515832876787,1.1497177282262563
0.38029943822417406,1.9349436244346432,0.3967636567515632,0.6921838246385256,0.7193176625284056,1.511140145927202,0.6370334185902029,1.3951875688716147,1.1091201969539746,0.002685552316104683,1.5168081625526715
0.5077598970464896,1.9888587558479045,0.281701588324892,0.7287286605169065,0.6972945882820835,1.4382905242685227,0.6134537642113864,1.4167900971649214,1.2599205305725336,0.0027283341140098252,1.3795898431701747
0.36203209738479925,2.3929553917517183,0.1696885864958167,0.680716171137678,0.7025408570275952,1.5717591452854687,0.5730698731131851,1.432366519153739,1.6092269856470636,0.0024391266998136417,1.1589080626543131
0.5490435884869658,1.8326379928765817,0.46937139069847766,0.7255245722038671,0.6925364553400625,1.4497940976405514,0.5917322774529458,1.4012862969810764,1.1334077199144288,0.00238501981808804,1.4840726437003215
0.4866250708978623,2.2149826321855652,0.2729816747683411,0.7009884567183131,0.7285590086051573,1.4298308942723086,0.5855843047685921,1.4550034636066604,1.2941089809738098,0.002300710452301428,1.4366613007424145
0.5116790378908627,1.9057040279991924,0.3283668393219511,0.7258577570379712,0.7079506895331045,1.5448490125988612,0.524371914530173,1.3411605159242947,1.4635706452799029,0.002335614058771171,1.1524318571712695
0.40195913145551454,2.347434396420838,0.1723862323689585,0.6698933408975911,0.7021123961588989,1.506960329792928,0.6117186180055142,1.4292206040869155,1.3592059471000917,0.002446309287636541,1.3759010697232954
0.3897320111002773,1.6583142908142179,0.2883431665807341,0.6890564936924104,0.7235357820006708,1.5740858864248732,0.5842425587177277,1.334369594487672,1.2686274642759001,0.0024613439172428723,1.1393199494079207
0.3531567979080137,2.3895263996390854,0.15531523812282833,0.6971601171358488,0.7046887569713095,1.5224281060392968,0.5487484270706773,1.4662291446520637,1.6437506320995277,0.0026171148922992872,1.1033912842734248
0.37114910750417035,1.8449413822378262,0.20080428301822395,0.7332660187057529,0.7189999566227198,1.563564473639708,0.5371867183316499,1.382452069684863,1.4102489485099912,0.0025494506597674143,1.0447726968607802
0.4753532273229211,1.61192069746193,0.20850003865826877,0.7017661075349897,0.6938416939905534,1.427966463086195,0.6313712790887803,1.4264614867685983,1.5197907469927332,0.0027288131672733775,1.01296718901289
0.406576970963506,2.2553438984358216,0.35840545441613847,0.6724711291242079,0.6918801237071553,1.4712681586132383,0.5976547334715724,1.381049353028337,1.3860946842413395,0.0024788580144057054,1.384674178400926
0.47723410872276867,2.1925959268559234,0.24910888335543377,0.7223300214577466,0.7293240556996315,1.4389302239706738,0.536291858445853,1.3610824906853958,1.379486817990616,0.0022680706578151635,1.3012167039415938
0.5139331977581605,1.4255314199954736,0.3943829404109468,0.6984344177151409,0.7018190074178079,1.5162693519797177,0.5704219478741288,1.364329508954659,1.143116147464793,0.0025365423322810483,1.1882506249683924
0.5227642721310257,1.6989181872117332,0.3620595509978012,0.7022200583849723,0.6964288785575579,1.5085108780045995,0.5967836683876813,1.4477021757951005,1.234531579498574,0.0027472153253620493,1.271091090284028
0.5223758492025081,2.3078663666163335,0.2960469550838073,0.6814201669208705,0.7262497102258105,1.4526914113713427,0.5333905146494508,1.3310249920723338,1.259744323558733,0.0026120258767778678,1.4915418453100164
0.4223418251110706,1.7951749134300041,0.2941481936555356,0.7142750340358665,0.7144963065503785,1.4559968208777718,0.5420099657494575,1.345147014408993,1.7238252326454966,0.0026615618698376544,0.964013559801256
0.4385585962666664,2.126735828854958,0.30972764692300314,0.7170806878226188,0.7032042477056384,1.5176655661547558,0.628317253222689,1.3976841742014512,1.6260849230728112,0.0024747845267876984,1.197424213130841
0.558834185678279,1.9560427017136242,0.4009684254679208,0.6905869477377272,0.7277696463515361,1.447932933596894,0.5508098607044667,1.3728280601035803,1.5513429017968474,0.0022827077202266085,1.224513189022455
0.3645351324731018,2.3516347121516006,0.3583332374570891,0.6881120032554803,0.7221189738785226,1.4968479023687542,0.639715111354366,1.4171224648654461,1.3775765997500158,0.0022833559662181267,1.4724704977497378
0.36102233044221066,1.6408660692735573,0.14611027783124397,0.711449039116657,0.7297451553909728,1.5498943372932263,0.6097736761849374,1.39786286366079,1.4590085346104575,0.002386332145527316,0.9651069996625268
0.500409013038734,1.8876785204185869,0.33995895589577657,0.6671204493660479,0.7226322685237974,1.482782737019006,0.5441055779382586,1.3422307120580226,1.5721655906338243,0.0023402838764168946,1.1269163037656287
0.4364656081353314,1.9162953851679339,0.10750569940917194,0.6697397472579032,0.7247524135696392,1.5511026176065208,0.6139825599044562,1.4615218576469147,1.3406166654358618,0.0025776105162532382,1.1799775986670769
0.5535495538986288,1.9131475754304552,0.3423812621477991,0.7186085972037787,0.7125391499567777,1.4534085185243748,0.532756273990497,1.3711332707305748,1.7361837050185538,0.0022543827580365663,1.0748922399079528
0.4541216679662466,2.0080484829045595,0.4186584903641294,0.7284561829233231,0.7006269256367037,1.5334498919080943,0.558892554551363,1.3388531145586942,1.5046775436108,0.002417075944893683,1.2091900179830242
0.47194697732687924,2.23670687536546,0.11661789245065302,0.70193654252061,0.6960038615676264,1.4912730237841605,0.6192713187821209,1.4685597260935852,1.1190307199061849,0.002371783157003423,1.5580011690707143
0.41047448177239854,1.4513760947022818,0.44525519059536356,0.7073224071293759,0.7051806054196009,1.4567861032532528,0.5723624870441855,1.4302377946240206,1.1220046470908447,0.0026551214386941868,1.1939486341121632
0.3952812002261635,1.9861964388857594,0.3933788823323945,0.6859338305263469,0.704377879742533,1.5736850512260574,0.616231221580878,1.3364417738265666,1.4273484682965092,0.0024557805614701163,1.2599058405628325
0.4222594556806143,2.245686314937891,0.46868861349672075,0.7056216980104024,0.6901992856748401,1.5455776535719634,0.6016864810120315,1.4578176595630745,1.5058380661583504,0.002453533996129409,1.3400281458458598
0.5667571849143133,1.6609733415915395,0.40481567203781255,0.6860149131558525,0.7035222278609872,1.5622149669029752,0.5964178494066,1.4136477966333427,1.531133756489586,0.0022776964578156674,1.129566844292825
0.4171292875404469,1.5109734980720093,0.31216459524538365,0.6660775140975601,0.69767017973649,1.4803619530051946,0.5467817769087852,1.4605573433165748,1.645585952270217,0.00274931975218157,0.886637973735938
0.5384232075000182,1.971592691058642,0.1615768633382395,0.7193249968369491,0.690781720664973,1.466995983819943,0.596711014084518,1.4272951309426376,1.3243098135167732,0.002701162351923995,1.259671787401875
0.48210211292724126,2.1131993185804454,0.2904046366835634,0.6826143857201871,0.7184212615191936,1.4365450106072237,0.5748033668901772,1.4430467338717232,1.1806108370449393,0.002403949081222527,1.4757188609975376
0.3982630674447864,1.9391676474319537,0.16194771518403045,0.7318589231820467,0.692376631402721,1.5126716927578674,0.6053445737529546,1.421445485806403,1.6701237152759916,0.002392295538277055,0.9930246762136359
0.5370357017300557,1.957563844549353,0.2287214339490359,0.7049170847643788,0.6926569071765989,1.4884932524967007,0.6309730774071067,1.3429562526307999,1.5514949044944717,0.00236027239151299,1.186159254601964
0.3816011975891888,1.6267033607101764,0.10652740976773203,0.6928199571242245,0.7288397537153214,1.5098762022517622,0.6229493573196232,1.371187202322607,1.3482910616297274,0.0025106035502394665,1.0264475155571267
0.5137289051013068,1.8868456291382896,0.109839887110206,0.7099644175327072,0.6947175247321525,1.4591465328354387,0.5588155595753342,1.3554840120968097,1.579482882815972,0.0025499701528266696,1.021810087326148
0.4738028019247576,2.0646243864853164,0.24169030350695053,0.7148972869125816,0.709875004078572,1.5429161235759967,0.522145488852635,1.3422895139877993,1.1854385151215827,0.002675841740619702,1.3558719532771164
0.38762091885437255,2.4344257089231394,0.40885064030842233,0.7022298080092295,0.7162488502655178,1.4367836213018743,0.5870526795089245,1.392256324759374,1.691738726344239,0.0023860715485410767,1.2814948542721811
0.3544562822114676,1.4897907521044833,0.15761754956499985,0.7100810845498926,0.7231214707009495,1.4937098491634242,0.5620597260817886,1.3976151750373342,1.7152056056225673,0.002623611142874385,0.7736760166957453
0.47099136735196223,2.059936182303121,0.4176347568416968,0.7166057048748868,0.7015376883335411,1.4868411114043556,0.5215894181448967,1.4275191538510843,1.6813849256825633,0.002352204192988575,1.1195895244990606
0.48946996097452933,1.7644107012134043,0.47067706938646736,0.6937737227159863,0.6935631224568932,1.4550051299645563,0.5762326686643064,1.3746566562283162,1.5581875365640037,0.002333770835151275,1.1488674486033141
0.529650439346442,1.8088283244976773,0.3627860955378661,0.6662000536428143,0.7086950909203539,1.437463074978441,0.5855554528087378,1.3694321801556895,1.334991693655215,0.002712688150024042,1.278261482234182
0.49056812503258695,1.886397637208225,0.4019589567705989,0.6695782982567324,0.6957287960511942,1.4573483049799687,0.5528643467500806,1.412117008227234,1.7205064354436472,0.0024876912545102343,1.079540194874355
0.3501092997973319,2.288526546465815,0.4556396056491261,0.7063077670324904,0.727318197440356,1.458225484562572,0.6026851739902049,1.4193830710904052,1.1305512582245283,0.0026275317525956783,1.6773356773606838
0.36927629963378417,2.438839296244783,0.41429962821832544,0.695030732689891,0.7042047531505425,1.5228398016863502,0.5277233722489327,1.3553379514977955,1.5250552839601412,0.0025091020912785707,1.2997314579389092
0.3509501232684124,1.629807771914522,0.31172424129800247,0.7119597406966302,0.7276262301784009,1.5500111069809646,0.5950907545462251,1.341092129955068,1.3138211387174203,0.0026403318859792007,1.0977167507491106
0.536652144845575,1.4825283537913345,0.2877870172079032,0.7283116179768306,0.6915693040837844,1.5190518624591642,0.5641419943589717,1.3635612219612423,1.7202099661697632,0.002327586646059839,0.9046915088261448
0.5139512205647769,1.4788587046801112,0.3358455055995534,0.7210939851549143,0.690675968232875,1.4544024291331878,0.5702038603816182,1.4552650322237362,1.7357275927118025,0.002420545048786638,0.9106028651713409
0.3606443887413479,1.6165796894849043,0.31277687624500444,0.6889876376488245,0.7073596505789707,1.5314860426890664,0.5952414067797362,1.3421360984140385,1.4036123607988469,0.0027168395572962863,1.0420489206399064
0.4321181570366025,1.422186000882182,0.4532566449350367,0.6950375695129235,0.7030525369935979,1.5155555954622104,0.5392555787712335,1.3669524897709489,1.4325182032912038,0.002748869007212731,0.9982012190769698
0.5463705601287074,2.00732937196386,0.4748029262448351,0.7123022165219299,0.7034734210968017,1.4352535890787839,0.5991424540877343,1.3527326978088046,1.3485965478122233,0.0026282291711696116,1.4268956492822307
0.46078519118251277,2.366217082231538,0.2277374968659133,0.6775222797069388,0.7062423576942334,1.5334259573253803,0.5942664439976215,1.4392351768749454,1.7360702387586235,0.0023656115711666644,1.1777125354083657
0.5424025895574596,1.4792865251828915,0.25849357282960167,0.7079134835603957,0.7206638695734242,1.5084481634688565,0.5673326995335519,1.3652449548921237,1.261881035714317,0.0027458008048667883,1.1012513771508936
0.38038283441332166,2.1532354991235767,0.42760138656323154,0.7000413360313201,0.6926588233746588,1.5734771910170096,0.5702833155803383,1.4087876372411847,1.228571420340333,0.0026893692291807387,1.432800562529877
0.5033088954968843,2.0335209559088105,0.20464502097169557,0.6696087619964964,0.7105027072007457,1.5473277910519392,0.5701702467910945,1.4669875691772127,1.183465394140128,0.002635622057768827,1.3819690041573665
0.3659971557056997,2.440663561684894,0.11127379806805403,0.6965447424490314,0.7044998373979081,1.5313687139144168,0.6264661520924419,1.368936636630756,1.483481916616112,0.0026427739042012644,1.2995532190704628
